Txn Date,Value Date,Description,Debit Amount,Credit Amount,Balance
03/04/2024,04/04/2024,UPI/DR/9898612232/DEEPA NAIR/ICIC0272108/deepa796@okhdfc,999.00,,5998255.89
04/04/2024,04/04/2024,NEFT/7961757484/DEEPA NAIR/ICIC0272108/23325109534844,449.00,,5997806.89
04/04/2024,04/04/2024,NEFT/7913969194/ARUN SHARMA/ICIC0272108/15188277446016,,24000.00,6021806.89
04/04/2024,04/04/2024,NEFT/3786024224/PADMA RAO/ICIC0272108/86013741613587,49.00,,6021757.89
04/04/2024,04/04/2024,NEFT/530341226896/SANJANA HEGDE/ICIC0272108/79636318048245,7800.00,,6013957.89
04/04/2024,04/04/2024,ATM/WDL/632697635642/CANARA ATM MYSURU,699.00,,6013258.89
05/04/2024,05/04/2024,CHQ NO 528252 CLEARING,310.00,,6012948.89
05/04/2024,05/04/2024,UPI/DR/943095454809/KAVITHA RAO/ICIC0272108/kavitha786@ybl,2380.00,,6010568.89
06/04/2024,06/04/2024,UPI/DR/3043062805/MOHAN DAS/ICIC0272108/mohan62@okaxis,49.00,,6010519.89
06/04/2024,06/04/2024,UPI/DR/416263244129/ADITYA KUMAR/ICIC0272108/aditya192@okaxis,120.00,,6010399.89
06/04/2024,06/04/2024,IMPS/P2P/9135436646/DEEPA NAIR/7210004933,,7600.00,6017999.89
06/04/2024,06/04/2024,UPI/DR/199223794589/SANTOSH KUMAR/ICIC0272108/santosh576@ybl,1680.00,,6016319.89
06/04/2024,06/04/2024,UPI/DR/9561176066/DEEPAK JOSHI/ICIC0272108/deepak488@paytm,249.00,,6016070.89
07/04/2024,08/04/2024,UPI/DR/72293080/MEERA PILLAI/ICIC0272108/meera868@ybl,79.00,,6015991.89
07/04/2024,08/04/2024,NEFT/062383540749/ANAND KUMAR/ICIC0272108/22820234171255,,1200.00,6017191.89
08/04/2024,08/04/2024,UPI/DR/95504950/CHANDAN SHARMA/ICIC0272108/chandan187@okhdfc,79.00,,6017112.89
08/04/2024,08/04/2024,UPI/CR/6094295011/SHAHID KHAN/ICIC0272108/shahid544@okhdfc,,2500.00,6019612.89
09/04/2024,10/04/2024,UPI/DR/9124433832/ADITYA KUMAR/ICIC0272108/aditya180@ybl,3499.00,,6016113.89
09/04/2024,09/04/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,6040113.89
10/04/2024,10/04/2024,ATM/WDL/53471221/SBI ATM JAYANAGAR BLR,2380.00,,6037733.89
11/04/2024,11/04/2024,UPI/DR/0682287448/AYESHA KHAN/ICIC0272108/ayesha736@oksbi,999.00,,6036734.89
11/04/2024,12/04/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,6041534.89
11/04/2024,12/04/2024,UPI/CR/751939045884/TARA SINGH/ICIC0272108/tara857@oksbi,,11200.00,6052734.89
11/04/2024,11/04/2024,UPI/CR/28583883/ANITHA KRISHNAN/ICIC0272108/anitha69@oksbi,,11200.00,6063934.89
12/04/2024,13/04/2024,UPI/CR/01731296/SURESH NAIR/ICIC0272108/suresh612@oksbi,,2500.00,6066434.89
12/04/2024,12/04/2024,UPI/DR/8659614074/SMITHA PILLAI/ICIC0272108/smitha442@ybl,3499.00,,6062935.89
12/04/2024,12/04/2024,CHQ NO 165214 CLEARING,1250.00,,6061685.89
12/04/2024,12/04/2024,UPI/DR/69820030/SHEELA DEVI/ICIC0272108/sheela847@okaxis,249.00,,6061436.89
13/04/2024,14/04/2024,IMPS/P2P/1883269313/MOHAMMED IRFAN/7225051975,,850.00,6062286.89
13/04/2024,13/04/2024,CHQ NO 795597 CLEARING,120.00,,6062166.89
14/04/2024,14/04/2024,UPI/DR/0506085846/BINDHU NAIR/ICIC0272108/bindhu206@paytm,850.00,,6061316.89
14/04/2024,14/04/2024,CHQ NO 064201 CLEARING,7800.00,,6053516.89
14/04/2024,14/04/2024,UPI/CR/686902932083/RAVI KUMAR SHARMA/ICIC0272108/ravi104@oksbi,,4800.00,6058316.89
14/04/2024,14/04/2024,UPI/DR/0087280805/AYESHA KHAN/ICIC0272108/ayesha149@okaxis,2380.00,,6055936.89
14/04/2024,14/04/2024,NEFT/897936229509/CHANDAN SHARMA/ICIC0272108/56974941803554,1250.00,,6054686.89
14/04/2024,14/04/2024,UPI/DR/25836292/RAHUL SINGH/ICIC0272108/rahul613@oksbi,449.00,,6054237.89
16/04/2024,16/04/2024,UPI/DR/67275771/AYESHA KHAN/ICIC0272108/ayesha818@okaxis,7800.00,,6046437.89
18/04/2024,18/04/2024,UPI/DR/320690666020/SANJANA HEGDE/ICIC0272108/sanjana807@oksbi,5200.00,,6041237.89
18/04/2024,18/04/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,6042087.89
18/04/2024,18/04/2024,ATM/WDL/82640369/HDFC ATM KORAMANGALA,5200.00,,6036887.89
19/04/2024,19/04/2024,NEFT/590381544821/DEEPAK JOSHI/ICIC0272108/47564054768744,,7600.00,6044487.89
19/04/2024,19/04/2024,NEFT/8602767209/GEETA DEVI/ICIC0272108/31361310173115,7800.00,,6036687.89
19/04/2024,19/04/2024,NEFT/263721742821/TANVI RAO/ICIC0272108/13387687643038,7800.00,,6028887.89
19/04/2024,19/04/2024,CHQ NO 822498 CLEARING,3499.00,,6025388.89
20/04/2024,20/04/2024,CHQ NO 167221 CLEARING,249.00,,6025139.89
21/04/2024,21/04/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,6026339.89
21/04/2024,21/04/2024,NEFT/4184316861/SANJANA HEGDE/ICIC0272108/66055707758460,699.00,,6025640.89
21/04/2024,22/04/2024,UPI/CR/635634104608/SMITHA PILLAI/ICIC0272108/smitha739@paytm,,4800.00,6030440.89
21/04/2024,21/04/2024,ATM/WDL/455225453017/SBI ATM JAYANAGAR BLR,49.00,,6030391.89
21/04/2024,21/04/2024,CHQ NO 510256 CLEARING,310.00,,6030081.89
22/04/2024,23/04/2024,ATM/WDL/4742849967/HDFC ATM KORAMANGALA,699.00,,6029382.89
22/04/2024,23/04/2024,UPI/DR/0311103344/GANESH KUMAR/ICIC0272108/ganesh279@okaxis,1680.00,,6027702.89
22/04/2024,22/04/2024,NEFT/9989241970/LAKSHMI VENKAT/ICIC0272108/70343096987500,120.00,,6027582.89
22/04/2024,22/04/2024,UPI/DR/3978635960/NILESH KULKARNI/ICIC0272108/nilesh484@paytm,1680.00,,6025902.89
22/04/2024,23/04/2024,UPI/DR/488065221854/ARJUN MEHTA/ICIC0272108/arjun41@okaxis,310.00,,6025592.89
22/04/2024,23/04/2024,ATM/WDL/28563547/CANARA ATM MYSURU,249.00,,6025343.89
22/04/2024,22/04/2024,IMPS/P2P/84148241/ARUN SHARMA/9041567672,,1200.00,6026543.89
23/04/2024,23/04/2024,NEFT/92589834/SUSHMA RAO/ICIC0272108/97368080814386,,24000.00,6050543.89
23/04/2024,23/04/2024,UPI/DR/7653289881/NAVEEN KUMAR/ICIC0272108/naveen796@oksbi,7800.00,,6042743.89
23/04/2024,23/04/2024,CHQ NO 149556 CLEARING,850.00,,6041893.89
23/04/2024,24/04/2024,UPI/DR/7755023138/MALLIKA DAS/ICIC0272108/mallika38@ybl,249.00,,6041644.89
23/04/2024,23/04/2024,UPI/DR/36094230/PREETHI IYER/ICIC0272108/preethi754@ybl,999.00,,6040645.89
24/04/2024,24/04/2024,UPI/CR/6465722290/FATIMA SHEIKH/ICIC0272108/fatima844@okhdfc,,18500.00,6059145.89
24/04/2024,24/04/2024,CHQ NO 067312 CLEARING,120.00,,6059025.89
24/04/2024,25/04/2024,IMPS/P2P/0735396574/SUNIL YADAV/7481183530,,24000.00,6083025.89
25/04/2024,25/04/2024,NEFT/998158229295/DEEPA NAIR/ICIC0272108/30364887823405,,7600.00,6090625.89
25/04/2024,25/04/2024,UPI/DR/400440060793/KAVITHA RAO/ICIC0272108/kavitha132@okhdfc,249.00,,6090376.89
26/04/2024,26/04/2024,CHQ NO 623543 CLEARING,1250.00,,6089126.89
27/04/2024,27/04/2024,UPI/CR/360757450763/ARJUN MEHTA/ICIC0272108/arjun596@okhdfc,,24000.00,6113126.89
28/04/2024,29/04/2024,CHQ NO 129855 CLEARING,2380.00,,6110746.89
28/04/2024,28/04/2024,ATM/WDL/13376203/SBI ATM JAYANAGAR BLR,7800.00,,6102946.89
28/04/2024,28/04/2024,UPI/DR/96998089/POOJA SHARMA/ICIC0272108/pooja735@ybl,249.00,,6102697.89
29/04/2024,29/04/2024,NEFT/124446173635/KAVITHA RAO/ICIC0272108/08534432509048,2380.00,,6100317.89
29/04/2024,29/04/2024,UPI/DR/5112539067/PRIYA NAIR/ICIC0272108/priya67@okhdfc,249.00,,6100068.89
29/04/2024,29/04/2024,ATM/WDL/3330820445/HDFC ATM KORAMANGALA,49.00,,6100019.89
29/04/2024,29/04/2024,UPI/DR/93511268/RESHMA KHAN/ICIC0272108/reshma601@okaxis,699.00,,6099320.89
29/04/2024,30/04/2024,CHQ NO 510769 CLEARING,850.00,,6098470.89
29/04/2024,29/04/2024,ATM/WDL/479449485977/SBI ATM JAYANAGAR BLR,1680.00,,6096790.89
29/04/2024,29/04/2024,IMPS/P2P/242551156992/DEEPAK JOSHI/8743490469,,1200.00,6097990.89
30/04/2024,01/05/2024,UPI/DR/4489202631/MALLIKA DAS/ICIC0272108/mallika21@paytm,699.00,,6097291.89
30/04/2024,30/04/2024,NEFT/0700222319/PRIYA NAIR/ICIC0272108/61535888786697,,7600.00,6104891.89
30/04/2024,01/05/2024,ATM/WDL/5488966770/HDFC ATM KORAMANGALA,999.00,,6103892.89
30/04/2024,30/04/2024,UPI/DR/2596911053/VIKRAM NAIR/ICIC0272108/vikram399@oksbi,850.00,,6103042.89
30/04/2024,30/04/2024,CHQ NO 651080 CLEARING,1250.00,,6101792.89
01/05/2024,01/05/2024,ATM/WDL/2278887746/CANARA ATM MYSURU,1250.00,,6100542.89
02/05/2024,02/05/2024,CHQ NO 474669 CLEARING,699.00,,6099843.89
02/05/2024,02/05/2024,UPI/DR/8578294904/RAJENDRA PRASAD/ICIC0272108/rajendra374@okaxis,120.00,,6099723.89
02/05/2024,02/05/2024,UPI/DR/252861309030/ARCHANA PILLAI/ICIC0272108/archana537@oksbi,449.00,,6099274.89
02/05/2024,03/05/2024,CHQ NO 611711 CLEARING,7800.00,,6091474.89
02/05/2024,02/05/2024,CHQ NO 305328 CLEARING,7800.00,,6083674.89
02/05/2024,02/05/2024,IMPS/P2P/61396124/RAMESH PILLAI/7462295475,,11200.00,6094874.89
03/05/2024,03/05/2024,IMPS/P2P/8686470176/RAHUL SINGH/9451063658,,7600.00,6102474.89
04/05/2024,04/05/2024,ATM/WDL/5484684819/SBI ATM JAYANAGAR BLR,5200.00,,6097274.89
04/05/2024,04/05/2024,ATM/WDL/2571312904/SBI ATM JAYANAGAR BLR,79.00,,6097195.89
04/05/2024,04/05/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,6129195.89
04/05/2024,04/05/2024,NEFT/733618926373/SUNIL YADAV/ICIC0272108/21400549214466,310.00,,6128885.89
05/05/2024,05/05/2024,UPI/DR/345825946777/SANJANA HEGDE/ICIC0272108/sanjana306@paytm,850.00,,6128035.89
06/05/2024,06/05/2024,UPI/DR/75666572/GOPAL VERMA/ICIC0272108/gopal300@ybl,1250.00,,6126785.89
06/05/2024,06/05/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,6131585.89
06/05/2024,06/05/2024,UPI/DR/843785318553/SUSHMA RAO/ICIC0272108/sushma901@ybl,850.00,,6130735.89
06/05/2024,06/05/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,6149235.89
07/05/2024,07/05/2024,UPI/DR/18145698/BINDHU NAIR/ICIC0272108/bindhu240@ybl,5200.00,,6144035.89
08/05/2024,08/05/2024,ATM/WDL/8479849770/HDFC ATM KORAMANGALA,49.00,,6143986.89
08/05/2024,08/05/2024,IMPS/P2P/28619825/KAVITHA RAO/8954512808,,500.00,6144486.89
08/05/2024,08/05/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,6145336.89
08/05/2024,08/05/2024,CHQ NO 576329 CLEARING,49.00,,6145287.89
08/05/2024,08/05/2024,UPI/DR/4445886222/SANTOSH KUMAR/ICIC0272108/santosh339@okaxis,699.00,,6144588.89
08/05/2024,09/05/2024,UPI/DR/45649428/VENKAT RAO/ICIC0272108/venkat330@paytm,7800.00,,6136788.89
08/05/2024,08/05/2024,IMPS/P2P/7641299245/SANTOSH KUMAR/8105727601,,24000.00,6160788.89
08/05/2024,08/05/2024,UPI/DR/997302287291/REKHA PILLAI/ICIC0272108/rekha15@paytm,79.00,,6160709.89
09/05/2024,09/05/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,6171909.89
09/05/2024,10/05/2024,NEFT/358915737272/HARISH MENON/ICIC0272108/56637591728070,,1200.00,6173109.89
10/05/2024,10/05/2024,UPI/CR/0769340000/GANESH KUMAR/ICIC0272108/ganesh884@oksbi,,32000.00,6205109.89
11/05/2024,11/05/2024,NEFT/6408080639/PRIYA NAIR/ICIC0272108/25749651399672,,18500.00,6223609.89
11/05/2024,12/05/2024,CHQ NO 361429 CLEARING,79.00,,6223530.89
11/05/2024,12/05/2024,CHQ NO 094919 CLEARING,850.00,,6222680.89
11/05/2024,11/05/2024,UPI/DR/44468045/ROHIT SHARMA/ICIC0272108/rohit80@ybl,49.00,,6222631.89
11/05/2024,11/05/2024,IMPS/P2P/9422201785/SURESH BABU/7485782141,,850.00,6223481.89
11/05/2024,11/05/2024,NEFT/38611526/USHA RANI/ICIC0272108/90528992157507,,32000.00,6255481.89
12/05/2024,13/05/2024,UPI/DR/0834522274/RESHMA KHAN/ICIC0272108/reshma734@oksbi,449.00,,6255032.89
12/05/2024,13/05/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,6256232.89
13/05/2024,13/05/2024,CHQ NO 307986 CLEARING,850.00,,6255382.89
13/05/2024,13/05/2024,NEFT/863312105230/MEERA PILLAI/ICIC0272108/93794552754713,699.00,,6254683.89
14/05/2024,15/05/2024,UPI/DR/268940975066/ROHIT SHARMA/ICIC0272108/rohit485@oksbi,120.00,,6254563.89
14/05/2024,15/05/2024,UPI/DR/756196256536/VENKAT RAO/ICIC0272108/venkat929@paytm,449.00,,6254114.89
14/05/2024,15/05/2024,UPI/DR/33298268/SNEHA PATIL/ICIC0272108/sneha707@okaxis,699.00,,6253415.89
14/05/2024,14/05/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,6271915.89
15/05/2024,15/05/2024,UPI/DR/328482958229/VENKAT RAO/ICIC0272108/venkat653@paytm,1680.00,,6270235.89
15/05/2024,15/05/2024,UPI/CR/66897345/MALLIKA DAS/ICIC0272108/mallika761@oksbi,,4800.00,6275035.89
15/05/2024,15/05/2024,ATM/WDL/49493145/CANARA ATM MYSURU,2380.00,,6272655.89
16/05/2024,17/05/2024,UPI/DR/7261495386/SNEHA PATIL/ICIC0272108/sneha351@okaxis,999.00,,6271656.89
16/05/2024,16/05/2024,UPI/DR/9466871258/RAJESH VERMA/ICIC0272108/rajesh403@paytm,7800.00,,6263856.89
16/05/2024,16/05/2024,IMPS/P2P/293701038828/SHAHID KHAN/9895122697,,18500.00,6282356.89
17/05/2024,17/05/2024,IMPS/P2P/707700626642/RANJIT SINGH/8819857081,,1200.00,6283556.89
17/05/2024,17/05/2024,UPI/DR/091664930625/BINDHU NAIR/ICIC0272108/bindhu947@ybl,79.00,,6283477.89
17/05/2024,17/05/2024,NEFT/3962747545/ARUN SHARMA/ICIC0272108/67329296699603,699.00,,6282778.89
17/05/2024,17/05/2024,UPI/DR/39217604/DEEPAK JOSHI/ICIC0272108/deepak349@paytm,1250.00,,6281528.89
18/05/2024,18/05/2024,NEFT/7460263529/REKHA PILLAI/ICIC0272108/04037151239712,,24000.00,6305528.89
18/05/2024,18/05/2024,UPI/DR/307870266571/KIRAN REDDY/ICIC0272108/kiran902@okhdfc,1250.00,,6304278.89
19/05/2024,20/05/2024,ATM/WDL/122181886227/CANARA ATM MYSURU,79.00,,6304199.89
20/05/2024,20/05/2024,UPI/DR/9550794459/ROHIT SHARMA/ICIC0272108/rohit234@okaxis,79.00,,6304120.89
21/05/2024,21/05/2024,IMPS/P2P/86885993/ADITYA KUMAR/9475333965,,850.00,6304970.89
21/05/2024,21/05/2024,NEFT/8132974332/KAVITHA RAO/ICIC0272108/37473421596820,,850.00,6305820.89
22/05/2024,22/05/2024,NEFT/2454387707/MEENA IYER/ICIC0272108/06259753581368,1680.00,,6304140.89
22/05/2024,22/05/2024,NEFT/7930013461/NIKHIL GUPTA/ICIC0272108/97601416740444,,1200.00,6305340.89
22/05/2024,23/05/2024,UPI/DR/494402863025/RANJIT SINGH/ICIC0272108/ranjit865@okaxis,999.00,,6304341.89
22/05/2024,22/05/2024,UPI/DR/8388975349/KARTHIK MENON/ICIC0272108/karthik959@okhdfc,699.00,,6303642.89
23/05/2024,23/05/2024,NEFT/03329518/TANVI RAO/ICIC0272108/32950147080842,1250.00,,6302392.89
23/05/2024,23/05/2024,IMPS/P2P/8686234240/ANAND KUMAR/7919177672,,850.00,6303242.89
24/05/2024,24/05/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,6304092.89
24/05/2024,24/05/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,6304942.89
25/05/2024,25/05/2024,ATM/WDL/6598759944/SBI ATM JAYANAGAR BLR,999.00,,6303943.89
25/05/2024,25/05/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,6322443.89
25/05/2024,26/05/2024,NEFT/7685627221/NAVEEN KUMAR/ICIC0272108/08232135430057,,32000.00,6354443.89
25/05/2024,25/05/2024,UPI/CR/11547127/HARISH MENON/ICIC0272108/harish458@okaxis,,4800.00,6359243.89
25/05/2024,25/05/2024,UPI/DR/51001483/NAVEEN KUMAR/ICIC0272108/naveen278@okhdfc,850.00,,6358393.89
26/05/2024,26/05/2024,NEFT/949676402361/TARA SINGH/ICIC0272108/29804243784581,249.00,,6358144.89
26/05/2024,26/05/2024,UPI/DR/4129834279/SUSHMA RAO/ICIC0272108/sushma657@okaxis,120.00,,6358024.89
26/05/2024,26/05/2024,NEFT/1964559442/POOJA SHARMA/ICIC0272108/81066554064467,49.00,,6357975.89
26/05/2024,26/05/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,6389975.89
27/05/2024,27/05/2024,NEFT/0672922282/IMRAN KHAN/ICIC0272108/15221213100286,2380.00,,6387595.89
27/05/2024,27/05/2024,UPI/DR/468911857597/ANITHA KRISHNAN/ICIC0272108/anitha777@paytm,1250.00,,6386345.89
27/05/2024,27/05/2024,UPI/DR/185633135602/RAJESH VERMA/ICIC0272108/rajesh562@ybl,249.00,,6386096.89
28/05/2024,28/05/2024,CHQ NO 667766 CLEARING,249.00,,6385847.89
28/05/2024,28/05/2024,NEFT/804717876070/SAVITHA DEVI/ICIC0272108/04686451284850,,850.00,6386697.89
28/05/2024,28/05/2024,NEFT/024526810193/RANJIT SINGH/ICIC0272108/90739672188245,7800.00,,6378897.89
28/05/2024,28/05/2024,UPI/DR/8331577172/PADMA RAO/ICIC0272108/padma958@paytm,1680.00,,6377217.89
28/05/2024,29/05/2024,ATM/WDL/1319542050/SBI ATM JAYANAGAR BLR,120.00,,6377097.89
28/05/2024,29/05/2024,UPI/CR/9567594935/RAMESH PILLAI/ICIC0272108/ramesh425@okaxis,,18500.00,6395597.89
28/05/2024,29/05/2024,CHQ NO 571703 CLEARING,999.00,,6394598.89
29/05/2024,29/05/2024,UPI/DR/00750161/LALITHA DEVI/ICIC0272108/lalitha216@okaxis,5200.00,,6389398.89
29/05/2024,29/05/2024,CHQ NO 559265 CLEARING,699.00,,6388699.89
29/05/2024,29/05/2024,UPI/DR/2543577917/MOHAN DAS/ICIC0272108/mohan998@paytm,1680.00,,6387019.89
30/05/2024,31/05/2024,IMPS/P2P/97033963/GANESH KUMAR/8002370148,,1200.00,6388219.89
30/05/2024,30/05/2024,ATM/WDL/4761113119/CANARA ATM MYSURU,1250.00,,6386969.89
30/05/2024,30/05/2024,UPI/DR/745712637470/RAHUL SINGH/ICIC0272108/rahul646@ybl,1680.00,,6385289.89
30/05/2024,30/05/2024,CHQ NO 931305 CLEARING,79.00,,6385210.89
31/05/2024,31/05/2024,NEFT/8045988998/SNEHA PATIL/ICIC0272108/07028290308448,,1200.00,6386410.89
31/05/2024,01/06/2024,UPI/DR/912897516605/AYESHA KHAN/ICIC0272108/ayesha121@okaxis,310.00,,6386100.89
01/06/2024,01/06/2024,UPI/DR/82570224/KAVYA REDDY/ICIC0272108/kavya520@paytm,120.00,,6385980.89
01/06/2024,01/06/2024,ATM/WDL/472729702681/SBI ATM JAYANAGAR BLR,7800.00,,6378180.89
01/06/2024,01/06/2024,NEFT/2069287395/FARHAN KHAN/ICIC0272108/92916101342071,,32000.00,6410180.89
01/06/2024,01/06/2024,UPI/DR/108371422252/NIKHIL GUPTA/ICIC0272108/nikhil503@okaxis,249.00,,6409931.89
02/06/2024,03/06/2024,IMPS/P2P/311899064999/SMITHA PILLAI/9462974729,,24000.00,6433931.89
02/06/2024,03/06/2024,NEFT/38654503/ROHIT SHARMA/ICIC0272108/26716210644942,,850.00,6434781.89
02/06/2024,02/06/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,6453281.89
02/06/2024,02/06/2024,UPI/DR/323911467752/ARCHANA PILLAI/ICIC0272108/archana591@oksbi,310.00,,6452971.89
02/06/2024,02/06/2024,IMPS/P2P/669992210448/SHEELA DEVI/7456597548,,7600.00,6460571.89
03/06/2024,03/06/2024,UPI/DR/3196443156/MALLIKA DAS/ICIC0272108/mallika831@okaxis,2380.00,,6458191.89
03/06/2024,03/06/2024,UPI/CR/2816703929/TARA SINGH/ICIC0272108/tara187@oksbi,,24000.00,6482191.89
03/06/2024,03/06/2024,UPI/CR/48839996/KAVERI MENON/ICIC0272108/kaveri132@okhdfc,,32000.00,6514191.89
03/06/2024,03/06/2024,NEFT/6549221009/MEENA IYER/ICIC0272108/20371257869141,850.00,,6513341.89
03/06/2024,04/06/2024,NEFT/70994420/RAMESH GOWDA/ICIC0272108/60959968489070,,500.00,6513841.89
04/06/2024,04/06/2024,NEFT/20143775/AYESHA KHAN/ICIC0272108/57479813077121,5200.00,,6508641.89
04/06/2024,05/06/2024,UPI/DR/85016939/ARCHANA PILLAI/ICIC0272108/archana817@okhdfc,120.00,,6508521.89
04/06/2024,04/06/2024,IMPS/P2P/487780030774/MEERA PILLAI/8878870116,,18500.00,6527021.89
04/06/2024,04/06/2024,NEFT/611037087159/MEENA IYER/ICIC0272108/82778083585490,,18500.00,6545521.89
05/06/2024,05/06/2024,ATM/WDL/5039129079/CANARA ATM MYSURU,120.00,,6545401.89
05/06/2024,05/06/2024,UPI/DR/6610364077/ARCHANA PILLAI/ICIC0272108/archana877@oksbi,1680.00,,6543721.89
05/06/2024,05/06/2024,UPI/DR/9203438736/KAVERI MENON/ICIC0272108/kaveri696@paytm,3499.00,,6540222.89
06/06/2024,06/06/2024,UPI/DR/8381465621/ROHIT SHARMA/ICIC0272108/rohit557@okaxis,5200.00,,6535022.89
06/06/2024,07/06/2024,ATM/WDL/14286133/HDFC ATM KORAMANGALA,120.00,,6534902.89
06/06/2024,07/06/2024,IMPS/P2P/417476577962/RAHUL SINGH/7114836774,,1200.00,6536102.89
06/06/2024,06/06/2024,UPI/DR/5099436499/DEEPA NAIR/ICIC0272108/deepa953@ybl,3499.00,,6532603.89
07/06/2024,07/06/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,6533453.89
07/06/2024,07/06/2024,UPI/DR/641152800793/SURESH BABU/ICIC0272108/suresh87@okhdfc,449.00,,6533004.89
07/06/2024,07/06/2024,UPI/DR/059646039128/RAJENDRA PRASAD/ICIC0272108/rajendra465@okhdfc,7800.00,,6525204.89
07/06/2024,07/06/2024,CHQ NO 668847 CLEARING,49.00,,6525155.89
08/06/2024,08/06/2024,ATM/WDL/4536689376/SBI ATM JAYANAGAR BLR,7800.00,,6517355.89
08/06/2024,08/06/2024,UPI/DR/3508043311/VINAY PATIL/ICIC0272108/vinay313@paytm,310.00,,6517045.89
09/06/2024,09/06/2024,NEFT/218983394334/LATHA MURTHY/ICIC0272108/30991259376210,,7600.00,6524645.89
09/06/2024,10/06/2024,ATM/WDL/3402461526/CANARA ATM MYSURU,1250.00,,6523395.89
09/06/2024,09/06/2024,UPI/CR/44333744/SUSHMA RAO/ICIC0272108/sushma311@oksbi,,4800.00,6528195.89
09/06/2024,09/06/2024,NEFT/53058019/TARA SINGH/ICIC0272108/47601248898292,,11200.00,6539395.89
10/06/2024,10/06/2024,NEFT/73151690/SUSHMA RAO/ICIC0272108/31532297893103,,7600.00,6546995.89
10/06/2024,10/06/2024,UPI/CR/906216569618/TARA SINGH/ICIC0272108/tara970@paytm,,4800.00,6551795.89
10/06/2024,10/06/2024,CHQ NO 462990 CLEARING,79.00,,6551716.89
11/06/2024,11/06/2024,UPI/DR/028578675364/RAHUL SINGH/ICIC0272108/rahul329@oksbi,999.00,,6550717.89
11/06/2024,11/06/2024,ATM/WDL/66434161/HDFC ATM KORAMANGALA,249.00,,6550468.89
11/06/2024,11/06/2024,UPI/DR/856099021011/KARTHIK MENON/ICIC0272108/karthik857@okaxis,310.00,,6550158.89
11/06/2024,11/06/2024,NEFT/881113829516/MOHAMMED IRFAN/ICIC0272108/60252544349599,,7600.00,6557758.89
12/06/2024,13/06/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,6589758.89
12/06/2024,12/06/2024,NEFT/538324655762/PRAKASH RAO/ICIC0272108/54248197235606,3499.00,,6586259.89
12/06/2024,13/06/2024,IMPS/P2P/6076987715/LATHA MURTHY/9179503183,,4800.00,6591059.89
12/06/2024,12/06/2024,UPI/CR/26734349/FARHAN KHAN/ICIC0272108/farhan457@okaxis,,2500.00,6593559.89
12/06/2024,12/06/2024,ATM/WDL/80664128/CANARA ATM MYSURU,999.00,,6592560.89
13/06/2024,14/06/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,6593760.89
13/06/2024,13/06/2024,NEFT/8307356144/NADIA HUSSAIN/ICIC0272108/75880325949385,850.00,,6592910.89
13/06/2024,13/06/2024,UPI/DR/42390118/ADITYA KUMAR/ICIC0272108/aditya667@ybl,3499.00,,6589411.89
13/06/2024,14/06/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,6590261.89
13/06/2024,13/06/2024,ATM/WDL/4850638830/SBI ATM JAYANAGAR BLR,120.00,,6590141.89
14/06/2024,15/06/2024,IMPS/P2P/124786345758/NAVEEN KUMAR/7508802359,,32000.00,6622141.89
14/06/2024,14/06/2024,IMPS/P2P/688895139415/DEEPAK JOSHI/7553956932,,18500.00,6640641.89
14/06/2024,15/06/2024,CHQ NO 877017 CLEARING,1680.00,,6638961.89
14/06/2024,14/06/2024,UPI/CR/6335308447/NAVEEN KUMAR/ICIC0272108/naveen416@okhdfc,,32000.00,6670961.89
