Date,Particulars,Debit,Credit,Balance
21/06/2024,NEFT/975158545326/MALLIKA DAS/CNRB0226879/80101697066577,120.00,,5663357.29
21/06/2024,UPI/CR/46000586/LAKSHMI VENKAT/CNRB0226879/lakshmi497@paytm,,7600.00,5670957.29
21/06/2024,UPI/DR/296171807071/KAVYA REDDY/CNRB0226879/kavya507@paytm,449.00,,5670508.29
22/06/2024,UPI/DR/2864388918/RANJIT SINGH/CNRB0226879/ranjit979@oksbi,5200.00,,5665308.29
22/06/2024,IMPS/P2P/06886053/NADIA HUSSAIN/8262243462,,500.00,5665808.29
23/06/2024,UPI/DR/28731080/MOHAMMED IRFAN/CNRB0226879/mohammed808@oksbi,449.00,,5665359.29
23/06/2024,ATM/WDL/156247689534/HDFC ATM KORAMANGALA,310.00,,5665049.29
25/06/2024,UPI/CR/33244764/USHA RANI/CNRB0226879/usha572@okaxis,,24000.00,5689049.29
25/06/2024,UPI/DR/552864371764/ARJUN MEHTA/CNRB0226879/arjun632@okhdfc,120.00,,5688929.29
25/06/2024,UPI/DR/702833195977/NILESH KULKARNI/CNRB0226879/nilesh278@okhdfc,850.00,,5688079.29
25/06/2024,NEFT/841158487376/PADMA RAO/CNRB0226879/95087886933616,,11200.00,5699279.29
25/06/2024,UPI/DR/95198714/SHAHID KHAN/CNRB0226879/shahid36@oksbi,1680.00,,5697599.29
25/06/2024,IMPS/P2P/2148609886/KARTHIK MENON/7054856448,,1200.00,5698799.29
26/06/2024,ATM/WDL/768583237794/CANARA ATM MYSURU,1250.00,,5697549.29
26/06/2024,UPI/DR/4458698631/KAVYA REDDY/CNRB0226879/kavya484@paytm,49.00,,5697500.29
27/06/2024,NEFT/311465434256/MEERA PILLAI/CNRB0226879/93888293499601,,500.00,5698000.29
27/06/2024,ATM/WDL/995233146160/SBI ATM JAYANAGAR BLR,1250.00,,5696750.29
28/06/2024,ATM/WDL/838690401312/CANARA ATM MYSURU,699.00,,5696051.29
28/06/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,18500.00,5714551.29
30/06/2024,NEFT/50952294/HARISH MENON/CNRB0226879/76769341411836,699.00,,5713852.29
30/06/2024,UPI/DR/3803439993/RANJIT SINGH/CNRB0226879/ranjit395@ybl,310.00,,5713542.29
