Transaction Date,Particulars,Chq/Ref No,Debit,Credit,Balance
02/03/2024,UPI/CR/28741164/FARHAN KHAN/PUNB0368283/farhan250@okhdfc,TXN0273219,,24000.00,5022911.52
02/03/2024,UPI/CR/85403572/RAVI KUMAR SHARMA/PUNB0368283/ravi939@okhdfc,TXN0273220,,24000.00,5046911.52
02/03/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273221,,18500.00,5065411.52
02/03/2024,UPI/DR/608533700343/SMITHA PILLAI/PUNB0368283/smitha489@paytm,TXN0273222,449.00,,5064962.52
03/03/2024,CHQ NO 247944 CLEARING,TXN0273223,79.00,,5064883.52
03/03/2024,UPI/DR/76592133/DEEPA NAIR/PUNB0368283/deepa875@ybl,TXN0273224,449.00,,5064434.52
04/03/2024,UPI/DR/808686640170/BABU LAL/PUNB0368283/babu834@ybl,TXN0273225,699.00,,5063735.52
05/03/2024,NEFT/3855527631/MEERA PILLAI/PUNB0368283/15091137054572,TXN0273226,,18500.00,5082235.52
05/03/2024,NEFT/45440386/PRAKASH RAO/PUNB0368283/62615054399879,TXN0273227,850.00,,5081385.52
06/03/2024,NEFT/242751469832/TANVI RAO/PUNB0368283/03359881250329,TXN0273228,,7600.00,5088985.52
06/03/2024,UPI/DR/364493995182/SHEELA DEVI/PUNB0368283/sheela684@okhdfc,TXN0273229,999.00,,5087986.52
06/03/2024,NEFT/5623556602/VIKRAM NAIR/PUNB0368283/61874374285320,TXN0273230,3499.00,,5084487.52
07/03/2024,NEFT/736975334864/TARA SINGH/PUNB0368283/16130620335031,TXN0273231,,7600.00,5092087.52
07/03/2024,NEFT/84140724/RAMESH GOWDA/PUNB0368283/39493551099941,TXN0273232,,4800.00,5096887.52
07/03/2024,NEFT/071050335108/LATHA MURTHY/PUNB0368283/12928846923076,TXN0273233,79.00,,5096808.52
07/03/2024,UPI/CR/502765601492/PADMA RAO/PUNB0368283/padma887@oksbi,TXN0273234,,7600.00,5104408.52
07/03/2024,UPI/DR/33802383/TARA SINGH/PUNB0368283/tara244@oksbi,TXN0273235,699.00,,5103709.52
07/03/2024,ATM/WDL/007733686171/HDFC ATM KORAMANGALA,TXN0273236,79.00,,5103630.52
08/03/2024,NEFT/0726618096/SMITHA PILLAI/PUNB0368283/03052620019482,TXN0273237,,500.00,5104130.52
08/03/2024,UPI/DR/7290717627/LATHA MURTHY/PUNB0368283/latha843@paytm,TXN0273238,7800.00,,5096330.52
08/03/2024,UPI/DR/0271120341/MEENA IYER/PUNB0368283/meena931@okhdfc,TXN0273239,249.00,,5096081.52
08/03/2024,ATM/WDL/729871796317/SBI ATM JAYANAGAR BLR,TXN0273240,79.00,,5096002.52
08/03/2024,UPI/CR/17773223/SUNIL YADAV/PUNB0368283/sunil198@paytm,TXN0273241,,850.00,5096852.52
09/03/2024,IMPS/P2P/9087458683/ROHIT SHARMA/7585774248,TXN0273242,,18500.00,5115352.52
09/03/2024,UPI/DR/979766779826/FAILED/TimeOut/Karthik Menon,TXN0273243,9500.00,,5115352.52
09/03/2024,ATM/WDL/8759838734/SBI ATM JAYANAGAR BLR,TXN0273244,49.00,,5115303.52
09/03/2024,IMPS/P2P/0474099126/SURESH BABU/9392749538,TXN0273245,,32000.00,5147303.52
09/03/2024,ATM/WDL/669737202486/CANARA ATM MYSURU,TXN0273246,3499.00,,5143804.52
10/03/2024,UPI/DR/017544412993/RAJENDRA PRASAD/PUNB0368283/rajendra912@ybl,TXN0273247,999.00,,5142805.52
11/03/2024,UPI/DR/9208268556/RAJESH VERMA/PUNB0368283/rajesh508@paytm,TXN0273248,999.00,,5141806.52
12/03/2024,NEFT/273284335707/DEEPAK JOSHI/PUNB0368283/72992131770661,TXN0273249,,850.00,5142656.52
12/03/2024,UPI/DR/549218261994/ANAND KUMAR/PUNB0368283/anand873@okaxis,TXN0273250,79.00,,5142577.52
12/03/2024,ATM/WDL/8781694542/HDFC ATM KORAMANGALA,TXN0273251,120.00,,5142457.52
12/03/2024,UPI/DR/348101981909/ADITYA KUMAR/PUNB0368283/aditya88@okhdfc,TXN0273252,49.00,,5142408.52
13/03/2024,ATM/WDL/140571249405/HDFC ATM KORAMANGALA,TXN0273253,310.00,,5142098.52
13/03/2024,UPI/CR/715716171019/USHA RANI/PUNB0368283/usha496@paytm,TXN0273254,,7600.00,5149698.52
13/03/2024,IMPS/P2P/05380994/KAVITHA RAO/9055312213,TXN0273255,,1200.00,5150898.52
14/03/2024,IMPS/P2P/80496975/SUNIL YADAV/7480326423,TXN0273256,,18500.00,5169398.52
14/03/2024,UPI/DR/486707304525/PRAKASH RAO/PUNB0368283/prakash949@okhdfc,TXN0273257,79.00,,5169319.52
14/03/2024,NEFT/5400696136/NAVEEN KUMAR/PUNB0368283/68757262280652,TXN0273258,120.00,,5169199.52
14/03/2024,NEFT/59164638/MEERA PILLAI/PUNB0368283/26199867222276,TXN0273259,850.00,,5168349.52
14/03/2024,UPI/DR/312781749320/ARCHANA PILLAI/PUNB0368283/archana595@okhdfc,TXN0273260,1680.00,,5166669.52
15/03/2024,NEFT/484691797090/GEETA DEVI/PUNB0368283/44910882840454,TXN0273261,,24000.00,5190669.52
16/03/2024,UPI/DR/4388930942/DEEPAK JOSHI/PUNB0368283/deepak305@okhdfc,TXN0273262,2380.00,,5188289.52
16/03/2024,UPI/DR/3543824290/SURESH NAIR/PUNB0368283/suresh520@paytm,TXN0273263,1250.00,,5187039.52
17/03/2024,UPI/DR/7047587397/DEEPA NAIR/PUNB0368283/deepa880@oksbi,TXN0273264,850.00,,5186189.52
17/03/2024,UPI/CR/968796775797/PRIYA NAIR/PUNB0368283/priya561@okaxis,TXN0273265,,11200.00,5197389.52
17/03/2024,UPI/DR/5164091060/MALLIKA DAS/PUNB0368283/mallika609@paytm,TXN0273266,699.00,,5196690.52
17/03/2024,NEFT/549012243332/SHEELA DEVI/PUNB0368283/91027739563394,TXN0273267,,32000.00,5228690.52
18/03/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273268,,500.00,5229190.52
18/03/2024,UPI/DR/47510225/SUNITA DEVI/PUNB0368283/sunita206@okhdfc,TXN0273269,3499.00,,5225691.52
18/03/2024,NEFT/4408672275/PREETHI IYER/PUNB0368283/27350782849375,TXN0273270,,7600.00,5233291.52
19/03/2024,UPI/DR/3609831484/RAHUL SINGH/PUNB0368283/rahul460@oksbi,TXN0273271,310.00,,5232981.52
19/03/2024,UPI/DR/3308004798/SAVITHA DEVI/PUNB0368283/savitha727@oksbi,TXN0273272,449.00,,5232532.52
19/03/2024,NEFT/151879075382/RANJIT SINGH/PUNB0368283/43054836655043,TXN0273273,3499.00,,5229033.52
20/03/2024,NEFT/52693577/KARTHIK MENON/PUNB0368283/29975437260857,TXN0273274,5200.00,,5223833.52
20/03/2024,UPI/DR/09332832/DEEPA NAIR/PUNB0368283/deepa612@okhdfc,TXN0273275,120.00,,5223713.52
21/03/2024,UPI/DR/044999923979/NILESH KULKARNI/PUNB0368283/nilesh358@ybl,TXN0273276,1680.00,,5222033.52
21/03/2024,NEFT/0776674482/TARA SINGH/PUNB0368283/56447752451402,TXN0273277,7800.00,,5214233.52
21/03/2024,UPI/CR/755822388745/DIVYA MENON/PUNB0368283/divya471@okhdfc,TXN0273278,,32000.00,5246233.52
21/03/2024,UPI/DR/78369131/HARISH MENON/PUNB0368283/harish535@oksbi,TXN0273279,310.00,,5245923.52
21/03/2024,ATM/WDL/00396817/HDFC ATM KORAMANGALA,TXN0273280,1680.00,,5244243.52
21/03/2024,UPI/DR/49533405/DIVYA MENON/PUNB0368283/divya640@ybl,TXN0273281,2380.00,,5241863.52
21/03/2024,CHQ NO 024384 CLEARING,TXN0273282,2380.00,,5239483.52
22/03/2024,NEFT/785411785878/POOJA SHARMA/PUNB0368283/35615953469402,TXN0273283,,24000.00,5263483.52
22/03/2024,UPI/DR/91293159/SURESH NAIR/PUNB0368283/suresh880@oksbi,TXN0273284,449.00,,5263034.52
23/03/2024,UPI/DR/7282761782/MALLIKA DAS/PUNB0368283/mallika900@oksbi,TXN0273285,3499.00,,5259535.52
23/03/2024,NEFT/617822777294/DIVYA MENON/PUNB0368283/90338253823440,TXN0273286,3499.00,,5256036.52
23/03/2024,ATM/WDL/5582527394/SBI ATM JAYANAGAR BLR,TXN0273287,120.00,,5255916.52
23/03/2024,UPI/DR/035484821777/CHANDAN SHARMA/PUNB0368283/chandan70@oksbi,TXN0273288,249.00,,5255667.52
24/03/2024,ATM/WDL/207366506647/CANARA ATM MYSURU,TXN0273289,5200.00,,5250467.52
24/03/2024,ATM/WDL/02065332/CANARA ATM MYSURU,TXN0273290,850.00,,5249617.52
25/03/2024,UPI/DR/1265802762/KAVITHA RAO/PUNB0368283/kavitha426@ybl,TXN0273291,5200.00,,5244417.52
25/03/2024,NEFT/1127697455/ARCHANA PILLAI/PUNB0368283/66404532218270,TXN0273292,7800.00,,5236617.52
26/03/2024,CHQ NO 287351 CLEARING,TXN0273293,7800.00,,5228817.52
26/03/2024,ATM/WDL/485780642865/HDFC ATM KORAMANGALA,TXN0273294,3499.00,,5225318.52
26/03/2024,NEFT/3411973068/RANJIT SINGH/PUNB0368283/81254074779919,TXN0273295,699.00,,5224619.52
26/03/2024,ATM/WDL/563330414848/SBI ATM JAYANAGAR BLR,TXN0273296,49.00,,5224570.52
26/03/2024,NEFT/9160253028/LAKSHMI VENKAT/PUNB0368283/76952804394161,TXN0273297,2380.00,,5222190.52
26/03/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273298,,11200.00,5233390.52
27/03/2024,UPI/DR/648688452095/SUSHMA RAO/PUNB0368283/sushma549@oksbi,TXN0273299,5200.00,,5228190.52
28/03/2024,UPI/DR/7085498868/BINDHU NAIR/PUNB0368283/bindhu703@oksbi,TXN0273300,1250.00,,5226940.52
28/03/2024,ATM/WDL/449494705111/SBI ATM JAYANAGAR BLR,TXN0273301,999.00,,5225941.52
28/03/2024,UPI/CR/71590342/SANJANA HEGDE/PUNB0368283/sanjana799@paytm,TXN0273302,,4800.00,5230741.52
28/03/2024,UPI/CR/2972741685/PRIYA NAIR/PUNB0368283/priya729@okaxis,TXN0273303,,1200.00,5231941.52
29/03/2024,ATM/WDL/477880635577/SBI ATM JAYANAGAR BLR,TXN0273304,7800.00,,5224141.52
29/03/2024,UPI/DR/473777543654/KAVERI MENON/PUNB0368283/kaveri437@ybl,TXN0273305,1680.00,,5222461.52
29/03/2024,UPI/DR/89713843/NILESH KULKARNI/PUNB0368283/nilesh745@okaxis,TXN0273306,249.00,,5222212.52
30/03/2024,ATM/WDL/55567622/SBI ATM JAYANAGAR BLR,TXN0273307,5200.00,,5217012.52
30/03/2024,NEFT/9506834547/RAJENDRA PRASAD/PUNB0368283/23297364803116,TXN0273308,850.00,,5216162.52
31/03/2024,UPI/CR/29820455/DEEPA NAIR/PUNB0368283/deepa747@ybl,TXN0273309,,4800.00,5220962.52
31/03/2024,UPI/CR/89743896/LALITHA DEVI/PUNB0368283/lalitha804@oksbi,TXN0273310,,18500.00,5239462.52
01/04/2024,UPI/DR/207303217354/ANITHA KRISHNAN/PUNB0368283/anitha63@oksbi,TXN0273311,999.00,,5238463.52
01/04/2024,ATM/WDL/04693631/HDFC ATM KORAMANGALA,TXN0273312,999.00,,5237464.52
02/04/2024,ATM/WDL/920597572652/CANARA ATM MYSURU,TXN0273313,1250.00,,5236214.52
03/04/2024,CHQ NO 067388 CLEARING,TXN0273314,1680.00,,5234534.52
03/04/2024,IMPS/P2P/7713021120/LAKSHMI VENKAT/7430284347,TXN0273315,,4800.00,5239334.52
03/04/2024,UPI/DR/124549337580/POOJA SHARMA/PUNB0368283/pooja614@paytm,TXN0273316,7800.00,,5231534.52
03/04/2024,NEFT/0333715785/SURESH BABU/PUNB0368283/68591940491468,TXN0273317,5200.00,,5226334.52
03/04/2024,NEFT/3798489490/FATIMA SHEIKH/PUNB0368283/23487814747216,TXN0273318,999.00,,5225335.52
04/04/2024,NEFT/43704689/SMITHA PILLAI/PUNB0368283/42423398488865,TXN0273319,7800.00,,5217535.52
04/04/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273320,,24000.00,5241535.52
05/04/2024,UPI/DR/20655222/ROHIT SHARMA/PUNB0368283/rohit469@oksbi,TXN0273321,850.00,,5240685.52
05/04/2024,UPI/DR/549065714099/MALLIKA DAS/PUNB0368283/mallika533@paytm,TXN0273322,5200.00,,5235485.52
06/04/2024,ATM/WDL/1613351606/SBI ATM JAYANAGAR BLR,TXN0273323,699.00,,5234786.52
07/04/2024,UPI/DR/86878449/RAHUL SINGH/PUNB0368283/rahul67@okaxis,TXN0273324,120.00,,5234666.52
07/04/2024,UPI/DR/74464500/PREETHI IYER/PUNB0368283/preethi341@okaxis,TXN0273325,850.00,,5233816.52
07/04/2024,UPI/DR/8125175259/MOHAMMED IRFAN/PUNB0368283/mohammed769@okhdfc,TXN0273326,7800.00,,5226016.52
08/04/2024,IMPS/P2P/23616959/MALLIKA DAS/9376465439,TXN0273327,,11200.00,5237216.52
08/04/2024,IMPS/P2P/379392591683/NIKHIL GUPTA/9512122471,TXN0273328,,1200.00,5238416.52
08/04/2024,UPI/DR/2600605394/FATIMA SHEIKH/PUNB0368283/fatima376@okhdfc,TXN0273329,449.00,,5237967.52
08/04/2024,NEFT/2234450624/VINAY PATIL/PUNB0368283/38220275403827,TXN0273330,999.00,,5236968.52
09/04/2024,UPI/CR/28263953/GOPAL VERMA/PUNB0368283/gopal508@oksbi,TXN0273331,,2500.00,5239468.52
09/04/2024,NEFT/4889215479/SANTOSH KUMAR/PUNB0368283/54224246726933,TXN0273332,,18500.00,5257968.52
09/04/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273333,,7600.00,5265568.52
10/04/2024,IMPS/P2P/96475543/AYESHA KHAN/9148844071,TXN0273334,,4800.00,5270368.52
10/04/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273335,,850.00,5271218.52
10/04/2024,UPI/DR/2582481048/DEEPAK JOSHI/PUNB0368283/deepak882@okaxis,TXN0273336,1250.00,,5269968.52
11/04/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273337,,500.00,5270468.52
11/04/2024,CHQ NO 892179 CLEARING,TXN0273338,449.00,,5270019.52
11/04/2024,NEFT/440603860266/VINAY PATIL/PUNB0368283/56978448698225,TXN0273339,,18500.00,5288519.52
11/04/2024,NEFT/5658581316/RAJESH VERMA/PUNB0368283/54679750291101,TXN0273340,999.00,,5287520.52
11/04/2024,UPI/CR/2248722278/ARCHANA PILLAI/PUNB0368283/archana34@okhdfc,TXN0273341,,1200.00,5288720.52
11/04/2024,UPI/DR/1664691055/AYESHA KHAN/PUNB0368283/ayesha833@oksbi,TXN0273342,5200.00,,5283520.52
11/04/2024,ATM/WDL/218701149568/SBI ATM JAYANAGAR BLR,TXN0273343,249.00,,5283271.52
12/04/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273344,,24000.00,5307271.52
13/04/2024,UPI/CR/297622560181/RAJESH VERMA/PUNB0368283/rajesh192@okhdfc,TXN0273345,,7600.00,5314871.52
13/04/2024,UPI/DR/2290946396/NAVEEN KUMAR/PUNB0368283/naveen343@oksbi,TXN0273346,79.00,,5314792.52
14/04/2024,UPI/DR/91015585/NADIA HUSSAIN/PUNB0368283/nadia171@okaxis,TXN0273347,999.00,,5313793.52
14/04/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273348,,7600.00,5321393.52
14/04/2024,UPI/DR/41820532/SHAHID KHAN/PUNB0368283/shahid797@paytm,TXN0273349,449.00,,5320944.52
14/04/2024,ATM/WDL/29350308/CANARA ATM MYSURU,TXN0273350,249.00,,5320695.52
14/04/2024,NEFT/2251933095/NIKHIL GUPTA/PUNB0368283/78573820522897,TXN0273351,850.00,,5319845.52
16/04/2024,NEFT/555189549015/SNEHA PATIL/PUNB0368283/27847504928189,TXN0273352,850.00,,5318995.52
16/04/2024,UPI/CR/31824366/BINDHU NAIR/PUNB0368283/bindhu928@okhdfc,TXN0273353,,24000.00,5342995.52
16/04/2024,UPI/DR/01300323/SURESH NAIR/PUNB0368283/suresh804@okhdfc,TXN0273354,310.00,,5342685.52
16/04/2024,UPI/DR/92853132/ANAND KUMAR/PUNB0368283/anand165@ybl,TXN0273355,1680.00,,5341005.52
16/04/2024,UPI/DR/910268200769/ARJUN MEHTA/PUNB0368283/arjun31@ybl,TXN0273356,3499.00,,5337506.52
17/04/2024,IMPS/P2P/8517295433/VIKRAM NAIR/8605508542,TXN0273357,,32000.00,5369506.52
17/04/2024,UPI/DR/997977963777/HARISH MENON/PUNB0368283/harish857@oksbi,TXN0273358,1680.00,,5367826.52
17/04/2024,ATM/WDL/33992358/SBI ATM JAYANAGAR BLR,TXN0273359,999.00,,5366827.52
17/04/2024,CHQ NO 518736 CLEARING,TXN0273360,850.00,,5365977.52
17/04/2024,NEFT/410824292779/NADIA HUSSAIN/PUNB0368283/92223858459218,TXN0273361,1250.00,,5364727.52
18/04/2024,NEFT/0818922257/SHAHID KHAN/PUNB0368283/77736912660869,TXN0273362,,18500.00,5383227.52
18/04/2024,UPI/DR/0436619828/BABU LAL/PUNB0368283/babu319@paytm,TXN0273363,449.00,,5382778.52
18/04/2024,UPI/CR/2765550409/RESHMA KHAN/PUNB0368283/reshma891@oksbi,TXN0273364,,32000.00,5414778.52
19/04/2024,UPI/CR/4180974131/NILESH KULKARNI/PUNB0368283/nilesh946@okhdfc,TXN0273365,,24000.00,5438778.52
19/04/2024,ATM/WDL/3840995002/HDFC ATM KORAMANGALA,TXN0273366,449.00,,5438329.52
19/04/2024,UPI/DR/309747503932/SURESH NAIR/PUNB0368283/suresh893@oksbi,TXN0273367,1680.00,,5436649.52
20/04/2024,UPI/DR/48953460/BABU LAL/PUNB0368283/babu92@okaxis,TXN0273368,7800.00,,5428849.52
20/04/2024,ATM/WDL/217225252723/SBI ATM JAYANAGAR BLR,TXN0273369,310.00,,5428539.52
21/04/2024,UPI/DR/056335873254/GANESH KUMAR/PUNB0368283/ganesh485@ybl,TXN0273370,7800.00,,5420739.52
22/04/2024,UPI/DR/64675221/SUNITA DEVI/PUNB0368283/sunita476@paytm,TXN0273371,49.00,,5420690.52
23/04/2024,NEFT/930851942950/SURESH NAIR/PUNB0368283/31864417818115,TXN0273372,,4800.00,5425490.52
23/04/2024,ATM/WDL/59545512/CANARA ATM MYSURU,TXN0273373,7800.00,,5417690.52
24/04/2024,CHQ NO 485610 CLEARING,TXN0273374,999.00,,5416691.52
24/04/2024,UPI/CR/97188490/SURESH NAIR/PUNB0368283/suresh539@oksbi,TXN0273375,,2500.00,5419191.52
24/04/2024,UPI/DR/237331956399/FARHAN KHAN/PUNB0368283/farhan905@ybl,TXN0273376,310.00,,5418881.52
24/04/2024,IMPS/P2P/552777947899/USHA RANI/8965228279,TXN0273377,,11200.00,5430081.52
25/04/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273378,,500.00,5430581.52
26/04/2024,UPI/CR/54636250/RANJIT SINGH/PUNB0368283/ranjit958@paytm,TXN0273379,,850.00,5431431.52
26/04/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273380,,2500.00,5433931.52
28/04/2024,UPI/DR/59525361/SNEHA PATIL/PUNB0368283/sneha723@ybl,TXN0273381,3499.00,,5430432.52
28/04/2024,NEFT/64060152/CHANDAN SHARMA/PUNB0368283/48684897212587,TXN0273382,,850.00,5431282.52
28/04/2024,NEFT/53068420/IMRAN KHAN/PUNB0368283/78262191586041,TXN0273383,999.00,,5430283.52
29/04/2024,NEFT/70359485/RAHUL SINGH/PUNB0368283/61575562382429,TXN0273384,49.00,,5430234.52
29/04/2024,ATM/WDL/625875305716/HDFC ATM KORAMANGALA,TXN0273385,79.00,,5430155.52
30/04/2024,CHQ NO 322267 CLEARING,TXN0273386,3499.00,,5426656.52
01/05/2024,IMPS/P2P/7732022091/RAMESH GOWDA/8443791253,TXN0273387,,850.00,5427506.52
01/05/2024,UPI/DR/6702736902/LATHA MURTHY/PUNB0368283/latha603@paytm,TXN0273388,999.00,,5426507.52
02/05/2024,UPI/DR/5899405288/FARHAN KHAN/PUNB0368283/farhan867@okaxis,TXN0273389,3499.00,,5423008.52
02/05/2024,UPI/DR/49640091/MALLIKA DAS/PUNB0368283/mallika122@okhdfc,TXN0273390,7800.00,,5415208.52
02/05/2024,UPI/DR/879098453412/PREETHI IYER/PUNB0368283/preethi797@paytm,TXN0273391,850.00,,5414358.52
03/05/2024,ATM/WDL/761249458124/SBI ATM JAYANAGAR BLR,TXN0273392,310.00,,5414048.52
03/05/2024,UPI/DR/6646978451/ROHIT SHARMA/PUNB0368283/rohit95@okaxis,TXN0273393,1680.00,,5412368.52
04/05/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273394,,11200.00,5423568.52
04/05/2024,UPI/DR/0502327702/VIKRAM NAIR/PUNB0368283/vikram557@okhdfc,TXN0273395,850.00,,5422718.52
05/05/2024,CHQ NO 610090 CLEARING,TXN0273396,1250.00,,5421468.52
05/05/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273397,,11200.00,5432668.52
06/05/2024,ATM/WDL/1199852312/CANARA ATM MYSURU,TXN0273398,310.00,,5432358.52
06/05/2024,CHQ NO 011820 CLEARING,TXN0273399,5200.00,,5427158.52
07/05/2024,CHQ NO 577624 CLEARING,TXN0273400,1250.00,,5425908.52
07/05/2024,NEFT/322909309012/MEENA IYER/PUNB0368283/13699846061453,TXN0273401,,32000.00,5457908.52
08/05/2024,UPI/DR/36107054/GEETA DEVI/PUNB0368283/geeta462@paytm,TXN0273402,850.00,,5457058.52
08/05/2024,NEFT/44628312/GANESH KUMAR/PUNB0368283/90145707146020,TXN0273403,,11200.00,5468258.52
09/05/2024,IMPS/P2P/2647400307/DEEPA NAIR/7893999515,TXN0273404,,4800.00,5473058.52
09/05/2024,UPI/DR/9377060356/RAJENDRA PRASAD/PUNB0368283/rajendra313@ybl,TXN0273405,5200.00,,5467858.52
09/05/2024,NEFT/7013740552/SHAHID KHAN/PUNB0368283/45114093717706,TXN0273406,120.00,,5467738.52
09/05/2024,UPI/DR/90578034/DEEPA NAIR/PUNB0368283/deepa964@okaxis,TXN0273407,699.00,,5467039.52
09/05/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273408,,32000.00,5499039.52
09/05/2024,NEFT/561777539238/PRIYA NAIR/PUNB0368283/27362732043203,TXN0273409,7800.00,,5491239.52
09/05/2024,ATM/WDL/519200153279/SBI ATM JAYANAGAR BLR,TXN0273410,1680.00,,5489559.52
10/05/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273411,,7600.00,5497159.52
11/05/2024,UPI/DR/066626861399/PREETHI IYER/PUNB0368283/preethi780@okaxis,TXN0273412,999.00,,5496160.52
12/05/2024,NEFT/15810367/ROHIT SHARMA/PUNB0368283/10217497169602,TXN0273413,1680.00,,5494480.52
12/05/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273414,,7600.00,5502080.52
12/05/2024,IMPS/P2P/073335579601/POOJA SHARMA/7519550000,TXN0273415,,500.00,5502580.52
13/05/2024,UPI/CR/926346648326/RAJESH VERMA/PUNB0368283/rajesh391@paytm,TXN0273416,,1200.00,5503780.52
13/05/2024,NEFT/92202654/USHA RANI/PUNB0368283/73753730840130,TXN0273417,49.00,,5503731.52
13/05/2024,UPI/DR/280122663568/VENKAT RAO/PUNB0368283/venkat394@okhdfc,TXN0273418,310.00,,5503421.52
13/05/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273419,,1200.00,5504621.52
14/05/2024,CHQ NO 964337 CLEARING,TXN0273420,699.00,,5503922.52
14/05/2024,UPI/CR/64508572/USHA RANI/PUNB0368283/usha471@paytm,TXN0273421,,32000.00,5535922.52
14/05/2024,CHQ NO 100014 CLEARING,TXN0273422,1250.00,,5534672.52
15/05/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273423,,18500.00,5553172.52
15/05/2024,UPI/DR/667479749423/MALLIKA DAS/PUNB0368283/mallika318@paytm,TXN0273424,449.00,,5552723.52
16/05/2024,UPI/DR/93243092/RESHMA KHAN/PUNB0368283/reshma363@okaxis,TXN0273425,120.00,,5552603.52
16/05/2024,UPI/DR/449848240546/PRAKASH RAO/PUNB0368283/prakash961@ybl,TXN0273426,3499.00,,5549104.52
17/05/2024,ATM/WDL/73198699/HDFC ATM KORAMANGALA,TXN0273427,79.00,,5549025.52
17/05/2024,CHQ NO 123158 CLEARING,TXN0273428,1250.00,,5547775.52
17/05/2024,UPI/CR/47762001/VENKAT RAO/PUNB0368283/venkat37@okaxis,TXN0273429,,11200.00,5558975.52
18/05/2024,UPI/DR/55711691/HARISH MENON/PUNB0368283/harish326@ybl,TXN0273430,7800.00,,5551175.52
19/05/2024,ATM/WDL/55698528/HDFC ATM KORAMANGALA,TXN0273431,7800.00,,5543375.52
19/05/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273432,,24000.00,5567375.52
19/05/2024,UPI/DR/15206977/ARCHANA PILLAI/PUNB0368283/archana728@okaxis,TXN0273433,850.00,,5566525.52
20/05/2024,ATM/WDL/176176679915/SBI ATM JAYANAGAR BLR,TXN0273434,999.00,,5565526.52
20/05/2024,UPI/DR/6093241709/PRIYA NAIR/PUNB0368283/priya452@okaxis,TXN0273435,120.00,,5565406.52
21/05/2024,UPI/DR/533105758133/RAHUL SINGH/PUNB0368283/rahul916@oksbi,TXN0273436,310.00,,5565096.52
21/05/2024,NEFT/469045247511/FATIMA SHEIKH/PUNB0368283/07724977786096,TXN0273437,249.00,,5564847.52
21/05/2024,NEFT/24604923/GOPAL VERMA/PUNB0368283/08134213209773,TXN0273438,79.00,,5564768.52
22/05/2024,ATM/WDL/5773348504/SBI ATM JAYANAGAR BLR,TXN0273439,5200.00,,5559568.52
22/05/2024,NEFT/35083097/ROHIT SHARMA/PUNB0368283/49868551226262,TXN0273440,,24000.00,5583568.52
22/05/2024,UPI/DR/237309322979/MEERA PILLAI/PUNB0368283/meera438@paytm,TXN0273441,310.00,,5583258.52
22/05/2024,NEFT/8724506590/ARCHANA PILLAI/PUNB0368283/14458749287990,TXN0273442,1250.00,,5582008.52
22/05/2024,IMPS/P2P/2392370229/VENKAT RAO/7103956441,TXN0273443,,24000.00,5606008.52
22/05/2024,UPI/DR/733059171165/REKHA PILLAI/PUNB0368283/rekha921@okhdfc,TXN0273444,850.00,,5605158.52
22/05/2024,CHQ NO 002351 CLEARING,TXN0273445,5200.00,,5599958.52
23/05/2024,CHQ NO 391828 CLEARING,TXN0273446,2380.00,,5597578.52
23/05/2024,UPI/DR/30523730/SHAHID KHAN/PUNB0368283/shahid131@oksbi,TXN0273447,79.00,,5597499.52
23/05/2024,UPI/DR/162710932031/VENKAT RAO/PUNB0368283/venkat940@okaxis,TXN0273448,2380.00,,5595119.52
24/05/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273449,,24000.00,5619119.52
24/05/2024,IMPS/P2P/830334965020/MOHAMMED IRFAN/8587863316,TXN0273450,,11200.00,5630319.52
24/05/2024,UPI/DR/42335809/SHAHID KHAN/PUNB0368283/shahid454@okhdfc,TXN0273451,249.00,,5630070.52
