Value Date,Transaction Date,Description,Withdrawal Amt (INR Dr),Deposit Amt (INR Cr),Closing Balance
22/02/2024,21/02/2024,UPI/DR/95611245/KIRAN REDDY/HDFC0722665/kiran389@oksbi,699.00,,8405134.21
21/02/2024,21/02/2024,UPI/DR/56339421/SAVITHA DEVI/HDFC0722665/savitha321@okaxis,1680.00,,8403454.21
23/02/2024,22/02/2024,UPI/CR/3157935831/SUSHMA RAO/HDFC0722665/sushma982@paytm,,32000.00,8435454.21
22/02/2024,22/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,8446654.21
22/02/2024,22/02/2024,UPI/DR/3076095065/IMRAN KHAN/HDFC0722665/imran482@oksbi,120.00,,8446534.21
23/02/2024,22/02/2024,ATM/WDL/586942249557/SBI ATM JAYANAGAR BLR,5200.00,,8441334.21
23/02/2024,23/02/2024,UPI/DR/47923830/FARHAN KHAN/HDFC0722665/farhan405@ybl,120.00,,8441214.21
23/02/2024,23/02/2024,CHQ NO 546138 CLEARING,79.00,,8441135.21
24/02/2024,23/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,500.00,8441635.21
23/02/2024,23/02/2024,UPI/DR/5089398371/ADITYA KUMAR/HDFC0722665/aditya33@ybl,2380.00,,8439255.21
24/02/2024,24/02/2024,UPI/DR/3286293228/LAKSHMI VENKAT/HDFC0722665/lakshmi440@oksbi,999.00,,8438256.21
24/02/2024,24/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,8470256.21
24/02/2024,24/02/2024,NEFT/3276366167/SHEELA DEVI/HDFC0722665/10510011272567,,500.00,8470756.21
24/02/2024,24/02/2024,CHQ NO 786923 CLEARING,999.00,,8469757.21
24/02/2024,24/02/2024,UPI/DR/01085053/MEERA PILLAI/HDFC0722665/meera195@oksbi,3499.00,,8466258.21
24/02/2024,24/02/2024,NEFT/4321997151/NIKHIL GUPTA/HDFC0722665/36192583537521,249.00,,8466009.21
24/02/2024,24/02/2024,UPI/DR/780248306384/SMITHA PILLAI/HDFC0722665/smitha184@okaxis,79.00,,8465930.21
24/02/2024,24/02/2024,IMPS/P2P/1589823468/PRAKASH RAO/7100385730,,4800.00,8470730.21
24/02/2024,24/02/2024,NEFT/268423201292/LATHA MURTHY/HDFC0722665/62811918696046,,24000.00,8494730.21
24/02/2024,24/02/2024,UPI/CR/249606791309/MOHAN DAS/HDFC0722665/mohan466@okaxis,,2500.00,8497230.21
24/02/2024,24/02/2024,UPI/DR/88288793/SURESH NAIR/HDFC0722665/suresh548@ybl,120.00,,8497110.21
24/02/2024,24/02/2024,UPI/DR/07793924/GEETA DEVI/HDFC0722665/geeta476@okhdfc,1250.00,,8495860.21
26/02/2024,25/02/2024,NEFT/175452874409/PRIYA NAIR/HDFC0722665/69426732176515,,7600.00,8503460.21
25/02/2024,25/02/2024,UPI/DR/5605601292/BABU LAL/HDFC0722665/babu992@paytm,249.00,,8503211.21
26/02/2024,25/02/2024,CHQ NO 472423 CLEARING,79.00,,8503132.21
26/02/2024,25/02/2024,ATM/WDL/145263084639/SBI ATM JAYANAGAR BLR,449.00,,8502683.21
25/02/2024,25/02/2024,UPI/DR/635541139181/FATIMA SHEIKH/HDFC0722665/fatima102@okhdfc,850.00,,8501833.21
26/02/2024,26/02/2024,UPI/CR/8347311237/ARCHANA PILLAI/HDFC0722665/archana564@ybl,,4800.00,8506633.21
26/02/2024,26/02/2024,NEFT/994287804358/RAHUL SINGH/HDFC0722665/18115619838278,,4800.00,8511433.21
27/02/2024,26/02/2024,NEFT/305445713028/SAVITHA DEVI/HDFC0722665/16615796879301,449.00,,8510984.21
26/02/2024,26/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,2500.00,8513484.21
27/02/2024,26/02/2024,UPI/CR/4181835252/USHA RANI/HDFC0722665/usha59@okhdfc,,850.00,8514334.21
27/02/2024,27/02/2024,ATM/WDL/17524199/SBI ATM JAYANAGAR BLR,3499.00,,8510835.21
27/02/2024,27/02/2024,NEFT/3156006491/PRIYA NAIR/HDFC0722665/34931582875993,999.00,,8509836.21
27/02/2024,27/02/2024,UPI/DR/937064940943/SMITHA PILLAI/HDFC0722665/smitha161@paytm,310.00,,8509526.21
27/02/2024,27/02/2024,CHQ NO 679086 CLEARING,2380.00,,8507146.21
27/02/2024,27/02/2024,UPI/DR/540862055124/DEEPAK JOSHI/HDFC0722665/deepak687@ybl,310.00,,8506836.21
27/02/2024,27/02/2024,NEFT/24996962/SURESH NAIR/HDFC0722665/51077236130691,2380.00,,8504456.21
27/02/2024,27/02/2024,NEFT/293990845417/SHAHID KHAN/HDFC0722665/95411598382416,1250.00,,8503206.21
29/02/2024,28/02/2024,UPI/DR/4668094847/RAJESH VERMA/HDFC0722665/rajesh211@ybl,999.00,,8502207.21
29/02/2024,28/02/2024,UPI/DR/6517311647/RAMESH PILLAI/HDFC0722665/ramesh431@ybl,449.00,,8501758.21
28/02/2024,28/02/2024,IMPS/P2P/45420082/AYESHA KHAN/9891447869,,32000.00,8533758.21
29/02/2024,29/02/2024,NEFT/022654959884/SURESH BABU/HDFC0722665/28718211537040,,500.00,8534258.21
29/02/2024,29/02/2024,IMPS/P2P/086845246775/IMRAN KHAN/8427897013,,500.00,8534758.21
29/02/2024,29/02/2024,UPI/DR/7071439457/ROHIT SHARMA/HDFC0722665/rohit257@oksbi,999.00,,8533759.21
02/03/2024,01/03/2024,UPI/DR/454848835844/AYESHA KHAN/HDFC0722665/ayesha588@okaxis,5200.00,,8528559.21
03/03/2024,02/03/2024,UPI/DR/67226349/PRIYA NAIR/HDFC0722665/priya254@paytm,49.00,,8528510.21
02/03/2024,02/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,8536110.21
02/03/2024,02/03/2024,ATM/WDL/9793280861/CANARA ATM MYSURU,79.00,,8536031.21
02/03/2024,02/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,8547231.21
03/03/2024,02/03/2024,NEFT/54525015/LATHA MURTHY/HDFC0722665/11484045685341,49.00,,8547182.21
03/03/2024,03/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,8554782.21
03/03/2024,03/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,8559582.21
03/03/2024,03/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,8564382.21
03/03/2024,03/03/2024,IMPS/P2P/0300799164/MEENA IYER/8773393492,,500.00,8564882.21
03/03/2024,03/03/2024,UPI/CR/827243094369/KAVITHA RAO/HDFC0722665/kavitha361@oksbi,,24000.00,8588882.21
03/03/2024,03/03/2024,UPI/DR/056433447262/CHANDAN SHARMA/HDFC0722665/chandan909@ybl,310.00,,8588572.21
03/03/2024,03/03/2024,ATM/WDL/5486007786/CANARA ATM MYSURU,1680.00,,8586892.21
04/03/2024,04/03/2024,UPI/CR/33365336/NAVEEN KUMAR/HDFC0722665/naveen17@oksbi,,4800.00,8591692.21
04/03/2024,04/03/2024,UPI/DR/6404149335/HARISH MENON/HDFC0722665/harish246@okhdfc,49.00,,8591643.21
04/03/2024,04/03/2024,UPI/DR/22406954/LATHA MURTHY/HDFC0722665/latha529@okaxis,310.00,,8591333.21
06/03/2024,05/03/2024,IMPS/P2P/583616121957/MEERA PILLAI/9285508475,,1200.00,8592533.21
05/03/2024,05/03/2024,UPI/DR/372998929449/NIKHIL GUPTA/HDFC0722665/nikhil832@paytm,249.00,,8592284.21
05/03/2024,05/03/2024,UPI/DR/71886231/RAJESH VERMA/HDFC0722665/rajesh173@paytm,49.00,,8592235.21
07/03/2024,06/03/2024,NEFT/23969040/ANAND KUMAR/HDFC0722665/65851503945248,1250.00,,8590985.21
06/03/2024,06/03/2024,CHQ NO 983363 CLEARING,449.00,,8590536.21
06/03/2024,06/03/2024,UPI/DR/27808968/SUSHMA RAO/HDFC0722665/sushma641@paytm,3499.00,,8587037.21
06/03/2024,06/03/2024,ATM/WDL/962399833876/HDFC ATM KORAMANGALA,120.00,,8586917.21
07/03/2024,06/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,8618917.21
06/03/2024,06/03/2024,NEFT/8397927219/PREETHI IYER/HDFC0722665/98990951321217,2380.00,,8616537.21
06/03/2024,06/03/2024,IMPS/P2P/303375657924/SURESH NAIR/8488573662,,11200.00,8627737.21
06/03/2024,06/03/2024,CHQ NO 610185 CLEARING,5200.00,,8622537.21
06/03/2024,06/03/2024,UPI/CR/608205034670/MOHAN DAS/HDFC0722665/mohan919@oksbi,,24000.00,8646537.21
06/03/2024,06/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,8647387.21
07/03/2024,07/03/2024,ATM/WDL/2037068505/CANARA ATM MYSURU,5200.00,,8642187.21
07/03/2024,07/03/2024,ATM/WDL/5752963562/HDFC ATM KORAMANGALA,699.00,,8641488.21
07/03/2024,07/03/2024,ATM/WDL/583832071871/CANARA ATM MYSURU,5200.00,,8636288.21
07/03/2024,07/03/2024,ATM/WDL/82355743/SBI ATM JAYANAGAR BLR,79.00,,8636209.21
07/03/2024,07/03/2024,UPI/DR/36462150/BABU LAL/HDFC0722665/babu215@okaxis,49.00,,8636160.21
07/03/2024,07/03/2024,UPI/DR/3191688128/SURESH BABU/HDFC0722665/suresh257@paytm,2380.00,,8633780.21
08/03/2024,08/03/2024,UPI/DR/0122810902/VENKAT RAO/HDFC0722665/venkat947@okaxis,3499.00,,8630281.21
09/03/2024,08/03/2024,NEFT/164528781081/RANJIT SINGH/HDFC0722665/73639008707312,1250.00,,8629031.21
08/03/2024,08/03/2024,UPI/CR/3806182569/SANTOSH KUMAR/HDFC0722665/santosh769@ybl,,18500.00,8647531.21
09/03/2024,08/03/2024,NEFT/0473244812/SUNIL YADAV/HDFC0722665/88446128904424,,1200.00,8648731.21
09/03/2024,09/03/2024,IMPS/P2P/15536890/SUSHMA RAO/8071856644,,18500.00,8667231.21
10/03/2024,09/03/2024,UPI/DR/77317047/DIVYA MENON/HDFC0722665/divya671@ybl,1680.00,,8665551.21
10/03/2024,09/03/2024,UPI/DR/639333062892/KAVYA REDDY/HDFC0722665/kavya786@okhdfc,7800.00,,8657751.21
09/03/2024,09/03/2024,NEFT/4707280627/ROHIT SHARMA/HDFC0722665/30988468309385,,2500.00,8660251.21
10/03/2024,10/03/2024,IMPS/P2P/00243955/RESHMA KHAN/7937386120,,850.00,8661101.21
10/03/2024,10/03/2024,UPI/DR/963829175312/NADIA HUSSAIN/HDFC0722665/nadia727@oksbi,5200.00,,8655901.21
11/03/2024,10/03/2024,UPI/DR/0752042407/SURESH NAIR/HDFC0722665/suresh445@okhdfc,120.00,,8655781.21
10/03/2024,10/03/2024,UPI/DR/11648734/ARUN SHARMA/HDFC0722665/arun980@paytm,7800.00,,8647981.21
12/03/2024,11/03/2024,UPI/DR/1070249805/LAKSHMI VENKAT/HDFC0722665/lakshmi985@ybl,850.00,,8647131.21
11/03/2024,11/03/2024,UPI/DR/539023447803/NIKHIL GUPTA/HDFC0722665/nikhil872@oksbi,1680.00,,8645451.21
12/03/2024,11/03/2024,CHQ NO 478996 CLEARING,2380.00,,8643071.21
11/03/2024,11/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,8654271.21
12/03/2024,12/03/2024,NEFT/841242025970/KARTHIK MENON/HDFC0722665/51650240319721,120.00,,8654151.21
12/03/2024,12/03/2024,CHQ NO 815763 CLEARING,5200.00,,8648951.21
14/03/2024,13/03/2024,ATM/WDL/87077807/CANARA ATM MYSURU,449.00,,8648502.21
14/03/2024,13/03/2024,UPI/DR/6794729026/PREETHI IYER/HDFC0722665/preethi10@okhdfc,2380.00,,8646122.21
13/03/2024,13/03/2024,CHQ NO 965692 CLEARING,49.00,,8646073.21
13/03/2024,13/03/2024,NEFT/22089414/ROHIT SHARMA/HDFC0722665/47006949760942,,500.00,8646573.21
13/03/2024,13/03/2024,NEFT/44466741/KARTHIK MENON/HDFC0722665/77133336249201,850.00,,8645723.21
14/03/2024,14/03/2024,NEFT/11891628/SHEELA DEVI/HDFC0722665/06062276190999,310.00,,8645413.21
14/03/2024,14/03/2024,UPI/DR/29983924/AYESHA KHAN/HDFC0722665/ayesha496@oksbi,7800.00,,8637613.21
14/03/2024,14/03/2024,CHQ NO 918435 CLEARING,49.00,,8637564.21
15/03/2024,14/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,8638764.21
14/03/2024,14/03/2024,UPI/DR/9614531386/REKHA PILLAI/HDFC0722665/rekha306@ybl,49.00,,8638715.21
15/03/2024,15/03/2024,NEFT/5193915571/SURESH NAIR/HDFC0722665/25249591915731,,24000.00,8662715.21
15/03/2024,15/03/2024,CHQ NO 369271 CLEARING,120.00,,8662595.21
16/03/2024,15/03/2024,NEFT/611873643815/ARJUN MEHTA/HDFC0722665/92158975982870,,500.00,8663095.21
16/03/2024,16/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,8667895.21
16/03/2024,16/03/2024,IMPS/P2P/092834427339/KIRAN REDDY/8883759136,,1200.00,8669095.21
16/03/2024,16/03/2024,NEFT/65036987/RAVI KUMAR SHARMA/HDFC0722665/01446411395290,120.00,,8668975.21
17/03/2024,17/03/2024,UPI/DR/4986986400/ADITYA KUMAR/HDFC0722665/aditya12@paytm,79.00,,8668896.21
18/03/2024,17/03/2024,ATM/WDL/501719439536/HDFC ATM KORAMANGALA,7800.00,,8661096.21
18/03/2024,17/03/2024,CHQ NO 901840 CLEARING,49.00,,8661047.21
17/03/2024,17/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,8685047.21
17/03/2024,17/03/2024,UPI/CR/16647032/MOHAMMED IRFAN/HDFC0722665/mohammed987@oksbi,,2500.00,8687547.21
18/03/2024,17/03/2024,NEFT/7765256598/NILESH KULKARNI/HDFC0722665/72440429146735,79.00,,8687468.21
18/03/2024,18/03/2024,NEFT/520661188121/POOJA SHARMA/HDFC0722665/32973080538137,49.00,,8687419.21
19/03/2024,18/03/2024,NEFT/488831310414/KIRAN REDDY/HDFC0722665/36823064700754,,850.00,8688269.21
18/03/2024,18/03/2024,UPI/DR/4316730437/VENKAT RAO/HDFC0722665/venkat913@ybl,699.00,,8687570.21
18/03/2024,18/03/2024,NEFT/0001487871/SURESH NAIR/HDFC0722665/21368342548675,,7600.00,8695170.21
18/03/2024,18/03/2024,NEFT/5599955985/USHA RANI/HDFC0722665/03474042716189,,850.00,8696020.21
19/03/2024,18/03/2024,UPI/CR/0611392507/SHEELA DEVI/HDFC0722665/sheela441@okaxis,,7600.00,8703620.21
18/03/2024,18/03/2024,UPI/DR/23923715/GANESH KUMAR/HDFC0722665/ganesh307@okhdfc,1250.00,,8702370.21
19/03/2024,19/03/2024,UPI/DR/9779999923/SANTOSH KUMAR/HDFC0722665/santosh136@okaxis,850.00,,8701520.21
19/03/2024,19/03/2024,CHQ NO 535617 CLEARING,249.00,,8701271.21
19/03/2024,19/03/2024,UPI/DR/4954822702/SURESH BABU/HDFC0722665/suresh499@okhdfc,249.00,,8701022.21
19/03/2024,19/03/2024,UPI/DR/40818992/ARJUN MEHTA/HDFC0722665/arjun733@okhdfc,79.00,,8700943.21
19/03/2024,19/03/2024,UPI/DR/0353428396/GANESH KUMAR/HDFC0722665/ganesh409@okhdfc,2380.00,,8698563.21
20/03/2024,20/03/2024,NEFT/3057183872/MOHAMMED IRFAN/HDFC0722665/87995931669461,1250.00,,8697313.21
21/03/2024,20/03/2024,CHQ NO 558075 CLEARING,850.00,,8696463.21
20/03/2024,20/03/2024,CHQ NO 585382 CLEARING,79.00,,8696384.21
20/03/2024,20/03/2024,CHQ NO 990350 CLEARING,120.00,,8696264.21
20/03/2024,20/03/2024,UPI/DR/494666878045/VENKAT RAO/HDFC0722665/venkat578@okhdfc,449.00,,8695815.21
20/03/2024,20/03/2024,UPI/DR/88336419/MALLIKA DAS/HDFC0722665/mallika165@okaxis,79.00,,8695736.21
20/03/2024,20/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,8719736.21
21/03/2024,21/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,8743736.21
22/03/2024,21/03/2024,NEFT/684739785553/NADIA HUSSAIN/HDFC0722665/20275924286164,,18500.00,8762236.21
21/03/2024,21/03/2024,UPI/DR/450350897686/VIKRAM NAIR/HDFC0722665/vikram888@ybl,850.00,,8761386.21
22/03/2024,22/03/2024,IMPS/P2P/503344322138/MEENA IYER/8752264931,,7600.00,8768986.21
22/03/2024,22/03/2024,UPI/DR/02325076/POOJA SHARMA/HDFC0722665/pooja388@ybl,2380.00,,8766606.21
22/03/2024,22/03/2024,IMPS/P2P/0594203969/SHEELA DEVI/7091993567,,18500.00,8785106.21
23/03/2024,22/03/2024,NEFT/235851330158/REKHA PILLAI/HDFC0722665/31452086491468,,2500.00,8787606.21
23/03/2024,23/03/2024,UPI/CR/4047557508/REKHA PILLAI/HDFC0722665/rekha558@okaxis,,2500.00,8790106.21
23/03/2024,23/03/2024,ATM/WDL/73403881/HDFC ATM KORAMANGALA,449.00,,8789657.21
23/03/2024,23/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,8800857.21
23/03/2024,23/03/2024,NEFT/7943940702/RAMESH PILLAI/HDFC0722665/66108283244297,999.00,,8799858.21
24/03/2024,23/03/2024,UPI/CR/08483396/RESHMA KHAN/HDFC0722665/reshma50@paytm,,11200.00,8811058.21
23/03/2024,23/03/2024,ATM/WDL/4852449072/HDFC ATM KORAMANGALA,999.00,,8810059.21
23/03/2024,23/03/2024,UPI/CR/04138947/ARCHANA PILLAI/HDFC0722665/archana54@ybl,,7600.00,8817659.21
24/03/2024,23/03/2024,NEFT/585621911856/REKHA PILLAI/HDFC0722665/05793782894930,120.00,,8817539.21
24/03/2024,23/03/2024,NEFT/58769450/GANESH KUMAR/HDFC0722665/60803465678673,,32000.00,8849539.21
23/03/2024,23/03/2024,CHQ NO 076583 CLEARING,1250.00,,8848289.21
24/03/2024,24/03/2024,UPI/DR/4156808828/GEETA DEVI/HDFC0722665/geeta379@oksbi,850.00,,8847439.21
24/03/2024,24/03/2024,ATM/WDL/1754155044/HDFC ATM KORAMANGALA,699.00,,8846740.21
24/03/2024,24/03/2024,NEFT/602999910682/SUNIL YADAV/HDFC0722665/73993205469665,850.00,,8845890.21
25/03/2024,25/03/2024,UPI/DR/1853959708/DIVYA MENON/HDFC0722665/divya18@okaxis,7800.00,,8838090.21
25/03/2024,25/03/2024,UPI/DR/50358475/TARA SINGH/HDFC0722665/tara852@oksbi,49.00,,8838041.21
25/03/2024,25/03/2024,IMPS/P2P/15439229/REKHA PILLAI/9857471173,,11200.00,8849241.21
26/03/2024,25/03/2024,UPI/DR/98493503/SMITHA PILLAI/HDFC0722665/smitha253@paytm,1680.00,,8847561.21
26/03/2024,26/03/2024,IMPS/P2P/501971940213/NILESH KULKARNI/8820539191,,7600.00,8855161.21
26/03/2024,26/03/2024,UPI/DR/91762536/USHA RANI/HDFC0722665/usha105@okaxis,49.00,,8855112.21
26/03/2024,26/03/2024,UPI/DR/574028700230/KAVYA REDDY/HDFC0722665/kavya94@oksbi,5200.00,,8849912.21
26/03/2024,26/03/2024,NEFT/1188743705/GEETA DEVI/HDFC0722665/73754311397730,120.00,,8849792.21
27/03/2024,27/03/2024,UPI/DR/904966878186/ARCHANA PILLAI/HDFC0722665/archana427@oksbi,699.00,,8849093.21
28/03/2024,27/03/2024,NEFT/173560074155/SURESH NAIR/HDFC0722665/58468814393262,,850.00,8849943.21
27/03/2024,27/03/2024,UPI/DR/452841726740/CHANDAN SHARMA/HDFC0722665/chandan51@okaxis,449.00,,8849494.21
27/03/2024,27/03/2024,NEFT/004223322811/RAMESH GOWDA/HDFC0722665/20095889389457,1250.00,,8848244.21
27/03/2024,27/03/2024,NEFT/95840534/KAVITHA RAO/HDFC0722665/17158305592200,,24000.00,8872244.21
27/03/2024,27/03/2024,UPI/DR/8078525133/SHEELA DEVI/HDFC0722665/sheela116@paytm,2380.00,,8869864.21
27/03/2024,27/03/2024,UPI/DR/81011895/MEENA IYER/HDFC0722665/meena135@oksbi,249.00,,8869615.21
28/03/2024,27/03/2024,NEFT/0338092574/PRAKASH RAO/HDFC0722665/06207364466167,1250.00,,8868365.21
28/03/2024,28/03/2024,NEFT/219857665946/ANITHA KRISHNAN/HDFC0722665/71376486029256,,500.00,8868865.21
29/03/2024,28/03/2024,CHQ NO 342909 CLEARING,3499.00,,8865366.21
28/03/2024,28/03/2024,ATM/WDL/3795400672/HDFC ATM KORAMANGALA,1680.00,,8863686.21
28/03/2024,28/03/2024,UPI/DR/7581187440/MALLIKA DAS/HDFC0722665/mallika620@okaxis,120.00,,8863566.21
28/03/2024,28/03/2024,UPI/CR/33311876/VENKAT RAO/HDFC0722665/venkat237@paytm,,1200.00,8864766.21
28/03/2024,28/03/2024,NEFT/62812734/HARISH MENON/HDFC0722665/48949585999234,,2500.00,8867266.21
28/03/2024,28/03/2024,ATM/WDL/30247121/CANARA ATM MYSURU,3499.00,,8863767.21
29/03/2024,28/03/2024,UPI/DR/7796267322/RAJESH VERMA/HDFC0722665/rajesh69@oksbi,999.00,,8862768.21
30/03/2024,29/03/2024,UPI/DR/48901130/ANITHA KRISHNAN/HDFC0722665/anitha747@okaxis,3499.00,,8859269.21
29/03/2024,29/03/2024,ATM/WDL/122879796859/HDFC ATM KORAMANGALA,1680.00,,8857589.21
30/03/2024,29/03/2024,CHQ NO 720212 CLEARING,1250.00,,8856339.21
29/03/2024,29/03/2024,CHQ NO 298514 CLEARING,7800.00,,8848539.21
30/03/2024,29/03/2024,UPI/DR/135640965564/SMITHA PILLAI/HDFC0722665/smitha940@ybl,3499.00,,8845040.21
30/03/2024,30/03/2024,UPI/CR/573807364684/NAVEEN KUMAR/HDFC0722665/naveen229@okhdfc,,850.00,8845890.21
30/03/2024,30/03/2024,NEFT/220016131677/SHEELA DEVI/HDFC0722665/57433397515425,699.00,,8845191.21
30/03/2024,30/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,2500.00,8847691.21
31/03/2024,30/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,8848541.21
31/03/2024,31/03/2024,IMPS/P2P/2498751983/RAJENDRA PRASAD/9484470772,,7600.00,8856141.21
01/04/2024,31/03/2024,UPI/DR/98448912/PADMA RAO/HDFC0722665/padma751@ybl,79.00,,8856062.21
31/03/2024,31/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,8867262.21
31/03/2024,31/03/2024,UPI/DR/7777186834/NADIA HUSSAIN/HDFC0722665/nadia631@ybl,449.00,,8866813.21
31/03/2024,31/03/2024,UPI/DR/4732459203/KAVITHA RAO/HDFC0722665/kavitha424@ybl,1250.00,,8865563.21
01/04/2024,31/03/2024,UPI/DR/59363231/SUNIL YADAV/HDFC0722665/sunil957@paytm,310.00,,8865253.21
01/04/2024,31/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,8889253.21
31/03/2024,31/03/2024,UPI/DR/96524626/MEENA IYER/HDFC0722665/meena267@paytm,310.00,,8888943.21
31/03/2024,31/03/2024,UPI/DR/052882386095/KIRAN REDDY/HDFC0722665/kiran261@oksbi,699.00,,8888244.21
01/04/2024,01/04/2024,CHQ NO 214340 CLEARING,699.00,,8887545.21
01/04/2024,01/04/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,8888395.21
01/04/2024,01/04/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,500.00,8888895.21
01/04/2024,01/04/2024,UPI/DR/471599049774/SUNITA DEVI/HDFC0722665/sunita346@oksbi,999.00,,8887896.21
02/04/2024,01/04/2024,UPI/CR/7475430549/SURESH BABU/HDFC0722665/suresh337@oksbi,,4800.00,8892696.21
03/04/2024,02/04/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,8893896.21
02/04/2024,02/04/2024,CHQ NO 176152 CLEARING,310.00,,8893586.21
02/04/2024,02/04/2024,UPI/CR/9370342305/ARJUN MEHTA/HDFC0722665/arjun721@okaxis,,500.00,8894086.21
02/04/2024,02/04/2024,CHQ NO 636126 CLEARING,1250.00,,8892836.21
02/04/2024,02/04/2024,UPI/DR/650504780313/FATIMA SHEIKH/HDFC0722665/fatima149@ybl,49.00,,8892787.21
02/04/2024,02/04/2024,UPI/DR/956655634461/MOHAN DAS/HDFC0722665/mohan699@okhdfc,1250.00,,8891537.21
02/04/2024,02/04/2024,UPI/DR/54302852/GOPAL VERMA/HDFC0722665/gopal534@ybl,120.00,,8891417.21
03/04/2024,02/04/2024,UPI/DR/95844653/PRAKASH RAO/HDFC0722665/prakash477@oksbi,999.00,,8890418.21
03/04/2024,03/04/2024,NEFT/94084687/VIKRAM NAIR/HDFC0722665/81472920471346,,11200.00,8901618.21
03/04/2024,03/04/2024,UPI/DR/072748614833/BABU LAL/HDFC0722665/babu356@okaxis,2380.00,,8899238.21
03/04/2024,03/04/2024,UPI/DR/3787883169/SHAHID KHAN/HDFC0722665/shahid798@ybl,7800.00,,8891438.21
04/04/2024,04/04/2024,NEFT/515470380539/SANTOSH KUMAR/HDFC0722665/97771772246712,,18500.00,8909938.21
04/04/2024,04/04/2024,NEFT/901355267214/ANITHA KRISHNAN/HDFC0722665/78009031322730,,18500.00,8928438.21
05/04/2024,04/04/2024,NEFT/41687532/SAVITHA DEVI/HDFC0722665/47536153093191,2380.00,,8926058.21
04/04/2024,04/04/2024,NEFT/823438256113/GOPAL VERMA/HDFC0722665/34098973117037,,32000.00,8958058.21
05/04/2024,04/04/2024,ATM/WDL/965191617745/CANARA ATM MYSURU,49.00,,8958009.21
05/04/2024,05/04/2024,CHQ NO 852298 CLEARING,1250.00,,8956759.21
05/04/2024,05/04/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,500.00,8957259.21
05/04/2024,05/04/2024,UPI/DR/64143834/ARUN SHARMA/HDFC0722665/arun37@ybl,7800.00,,8949459.21
05/04/2024,05/04/2024,ATM/WDL/5965070162/SBI ATM JAYANAGAR BLR,2380.00,,8947079.21
06/04/2024,06/04/2024,NEFT/0395378837/IMRAN KHAN/HDFC0722665/54611807088439,,4800.00,8951879.21
06/04/2024,06/04/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,8952729.21
07/04/2024,07/04/2024,NEFT/066657487723/SHAHID KHAN/HDFC0722665/79192136379241,449.00,,8952280.21
08/04/2024,08/04/2024,UPI/DR/82867698/NILESH KULKARNI/HDFC0722665/nilesh476@okhdfc,249.00,,8952031.21
08/04/2024,08/04/2024,ATM/WDL/55499515/HDFC ATM KORAMANGALA,999.00,,8951032.21
08/04/2024,08/04/2024,UPI/DR/1855346803/VENKAT RAO/HDFC0722665/venkat211@oksbi,249.00,,8950783.21
09/04/2024,08/04/2024,UPI/DR/9933919794/GOPAL VERMA/HDFC0722665/gopal998@ybl,79.00,,8950704.21
